,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0
1.4660765716752369,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.4835298641951802,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.5009831567151235,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.5184364492350666,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.53588974175501,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.5533430342749532,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.5707963267948966,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.5882496193148399,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.6057029118347832,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.6231562043547265,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.6406094968746698,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.6580627893946132,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20,J2-20
1.6755160819145565,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20
1.6929693744344996,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20,J2-20
1.710422666954443,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20
1.7278759594743862,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20,J2-20
1.7453292519943295,J2-20,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20,J2-20
1.7627825445142729,J2-20,J0,J0,J0,J0,J0,J0,J0,A2,J0,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20
1.7802358370342162,J2-20,J0,J0,J0,J0,J0,J0,J0,A2,A2,C0-21,C0-21,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20,J2-20
1.7976891295541595,J2-20,J0,J0,J0,J0,J0,J0,A2,A2,A2,A2,C0-21,C0-21,C0-21,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20
1.8151424220741028,J2-20,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,C0-21,C0-21,C0-21,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0,J2-20
1.8325957145940461,J2-20,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,C0-21,C0-21,C0-21,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0
1.8500490071139892,J2-20,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,C0-21,C0-21,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0,J0
1.8675022996339325,J2-20,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,C0-21,C0-21,C0-21,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0
1.8849555921538759,J2-20,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,C0-21,C0-21,C0-21,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0
1.9024088846738192,J2-20,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,C0-21,C0-21,C0-21,C0-21,J0,J0,J0,J0,J0,J0,J0,J0,J0
